Part_ID,Part_Type,Airline_Name,Flight_Number,Temperature (°C),Pressure (bar),Vibration (mm/s),Working_Hours,Maintenance_Required,Failure_Type,Last_Maintenance_Date,Remaining_Life (hours),Flight_Type
PART_00356,Oil Pump,AirJet Airways,FN_9017,93.11,266.98,7.0,23093,True,Turbine Overheat,2024-05-09,170,Commercial
PART_00247,Navigation Module,FlySwift,FN_2667,117.25,278.04,2.47,30121,True,Seal Failure,2024-04-24,4302,Long-Haul
PART_00380,Fuel Injector,Cloud Nine Aviation,FN_3270,42.5,21.64,9.97,25073,True,Fuel Leakage,2024-06-13,6427,Short-Haul
PART_00307,Wheel Brake Assembly,AirJet Airways,FN_8151,51.11,282.13,5.8,26836,True,Valve Stuck,2024-12-14,2826,Long-Haul
PART_00302,Fuel Line,AirJet Airways,FN_9964,85.1,61.36,0.37,20078,True,Turbine Overheat,2024-07-09,587,Commercial
PART_00051,Control Valve,Global Wings,FN_8792,54.13,133.46,5.03,35836,False,Valve Stuck,2024-01-11,292,Short-Haul
PART_00207,Hydraulic Pump,AirJet Airways,FN_7149,69.73,267.84,8.98,13632,False,Oil Leakage,2024-08-22,6082,Private
PART_00037,Actuator,Cloud Nine Aviation,FN_3812,109.85,232.83,1.54,44475,False,Pressure Loss,2024-03-12,9030,Long-Haul
PART_00490,Turbine Blade,Cloud Nine Aviation,FN_6292,76.04,22.91,2.84,25500,False,Seal Failure,2024-10-20,4617,Commercial
PART_00013,Oil Pump,AirJet Airways,FN_4237,89.01,238.89,4.24,45371,True,Pressure Loss,2024-12-26,5623,Commercial
PART_00173,Wheel Brake Assembly,Sky High Airlines,FN_8770,86.96,241.2,3.55,40222,False,Turbine Overheat,2024-01-22,3542,Short-Haul
PART_00029,Communication Module,Sky High Airlines,FN_3227,74.13,136.97,2.53,46674,True,Valve Stuck,2024-01-17,8102,Commercial
PART_00199,Control Valve,Sky High Airlines,FN_1091,43.9,163.67,5.48,41445,True,Seal Failure,2024-12-03,704,Commercial
PART_00269,Actuator,FlySwift,FN_8788,68.05,242.98,1.51,31336,True,None,2024-10-06,2866,Short-Haul
PART_00218,Navigation Module,Sky High Airlines,FN_1658,93.4,91.86,6.88,40696,False,Oil Leakage,2024-11-28,3180,Commercial
PART_00266,Control Valve,AirJet Airways,FN_2101,73.97,53.71,2.34,27661,False,Turbine Overheat,2024-11-27,543,Commercial
PART_00488,Actuator,Cloud Nine Aviation,FN_2316,104.24,147.93,2.03,6355,True,Valve Stuck,2024-10-04,9034,Long-Haul
PART_00019,Communication Module,Cloud Nine Aviation,FN_2757,83.96,66.21,5.46,40644,False,Oil Leakage,2024-02-22,9010,Cargo
PART_00065,Fuel Line,AirJet Airways,FN_8547,94.28,173.18,4.43,3856,True,Fuel Leakage,2024-09-26,8915,Long-Haul
PART_00281,Fuel Injector,Sky High Airlines,FN_2868,85.54,132.22,0.51,12371,False,Valve Stuck,2024-06-25,4149,Cargo
PART_00204,Wheel Brake Assembly,Cloud Nine Aviation,FN_9038,52.43,204.98,3.56,26381,False,Seal Failure,2024-04-03,9751,Short-Haul
PART_00498,Turbine Blade,AirJet Airways,FN_1606,105.29,181.92,3.01,30573,False,Pressure Loss,2024-06-08,5542,Long-Haul
PART_00402,Wheel Brake Assembly,FlySwift,FN_1573,77.59,56.13,8.43,19537,True,Valve Stuck,2024-03-20,3630,Cargo
PART_00431,Hydraulic Pump,AirJet Airways,FN_4962,63.39,38.95,1.98,21177,True,Turbine Overheat,2024-09-24,6755,Cargo
PART_00236,Hydraulic Pump,FlySwift,FN_2098,109.12,183.19,2.04,1049,True,Valve Stuck,2024-04-03,6727,Commercial
PART_00424,Control Valve,Cloud Nine Aviation,FN_4860,77.3,198.79,6.34,18067,True,Pressure Loss,2024-10-12,3059,Cargo
PART_00446,Oil Pump,Global Wings,FN_5194,98.7,227.01,3.74,23235,True,Pressure Loss,2024-11-04,7255,Private
PART_00342,Fuel Injector,Sky High Airlines,FN_2132,117.44,285.8,2.57,12933,True,Oil Leakage,2024-12-18,5112,Commercial
PART_00303,Hydraulic Pump,AirJet Airways,FN_7348,62.88,277.66,5.95,41104,False,Oil Leakage,2024-09-09,9154,Commercial
PART_00397,Control Valve,FlySwift,FN_1283,73.65,198.52,3.32,29546,False,Fuel Leakage,2024-02-04,4076,Private
PART_00136,Control Valve,Cloud Nine Aviation,FN_1330,97.66,187.61,0.63,28474,True,Pressure Loss,2024-12-06,5667,Cargo
PART_00329,Control Valve,AirJet Airways,FN_6350,55.31,208.91,1.93,47027,True,Turbine Overheat,2024-06-04,8078,Long-Haul
PART_00273,Navigation Module,Sky High Airlines,FN_4885,42.27,114.96,6.96,25528,False,Fuel Leakage,2024-12-22,9434,Private
PART_00021,Fuel Line,Cloud Nine Aviation,FN_1195,57.19,249.92,6.95,28740,False,Oil Leakage,2024-07-07,578,Cargo
PART_00471,Turbine Blade,FlySwift,FN_2514,45.91,63.01,6.36,7657,False,Oil Leakage,2024-07-02,2848,Short-Haul
PART_00428,Turbine Blade,AirJet Airways,FN_6659,100.75,270.56,2.26,35348,True,Pressure Loss,2024-08-28,2520,Short-Haul
PART_00128,Navigation Module,Cloud Nine Aviation,FN_8849,102.4,66.19,9.39,14528,False,Seal Failure,2024-01-07,4900,Short-Haul
PART_00361,Fuel Injector,AirJet Airways,FN_8422,85.5,97.03,8.83,27369,False,Pressure Loss,2024-02-09,1418,Long-Haul
PART_00051,Turbine Blade,Global Wings,FN_8224,109.44,120.98,3.16,13698,False,None,2024-08-10,801,Long-Haul
PART_00063,Fuel Injector,FlySwift,FN_2337,43.05,10.48,5.88,6737,False,Fuel Leakage,2024-12-08,8534,Cargo
PART_00159,Oil Pump,AirJet Airways,FN_7141,40.95,65.5,5.59,29826,False,Turbine Overheat,2024-02-01,6878,Cargo
PART_00460,Communication Module,FlySwift,FN_4888,91.42,276.82,5.25,4798,False,Turbine Overheat,2024-09-02,1847,Commercial
PART_00340,Fuel Injector,Global Wings,FN_9506,114.86,141.76,6.15,42135,False,Seal Failure,2024-07-10,3425,Short-Haul
PART_00403,Wheel Brake Assembly,Global Wings,FN_5211,63.59,125.09,2.88,8193,True,Fuel Leakage,2024-09-04,4687,Long-Haul
PART_00461,Control Valve,Cloud Nine Aviation,FN_9055,82.67,42.72,5.34,42192,True,Turbine Overheat,2024-08-27,808,Short-Haul
PART_00250,Hydraulic Pump,AirJet Airways,FN_4123,49.55,217.34,2.07,15305,False,Oil Leakage,2024-10-24,9412,Private
PART_00227,Oil Pump,Global Wings,FN_1867,111.06,207.73,9.82,17252,True,Pressure Loss,2024-04-15,6160,Commercial
PART_00260,Navigation Module,FlySwift,FN_3493,94.38,278.6,6.51,28044,True,Pressure Loss,2024-09-09,3267,Commercial
PART_00310,Fuel Line,AirJet Airways,FN_3563,105.43,110.73,8.8,27963,True,Turbine Overheat,2024-02-15,195,Cargo
PART_00352,Communication Module,AirJet Airways,FN_1180,69.23,53.79,4.08,18724,True,Valve Stuck,2024-08-19,6262,Long-Haul
PART_00385,Fuel Line,AirJet Airways,FN_6900,88.71,284.11,6.28,21679,False,Turbine Overheat,2024-10-01,3239,Short-Haul
PART_00400,Navigation Module,Sky High Airlines,FN_7740,76.75,152.58,5.82,20479,False,None,2024-01-07,4249,Commercial
PART_00281,Hydraulic Pump,Global Wings,FN_6533,42.59,93.91,4.71,36950,False,Oil Leakage,2024-11-02,6905,Private
PART_00126,Control Valve,FlySwift,FN_3456,83.95,171.64,4.69,22566,False,Valve Stuck,2024-04-23,3937,Private
PART_00171,Oil Pump,Sky High Airlines,FN_9892,114.28,68.22,7.53,21197,False,Seal Failure,2024-12-19,3226,Commercial
PART_00322,Communication Module,Cloud Nine Aviation,FN_3942,88.36,243.49,4.36,16810,True,Valve Stuck,2024-10-27,423,Short-Haul
PART_00061,Wheel Brake Assembly,Global Wings,FN_2079,89.93,87.9,7.08,49485,False,None,2024-05-10,7121,Commercial
PART_00170,Turbine Blade,Cloud Nine Aviation,FN_4872,42.93,260.96,9.86,11823,True,Oil Leakage,2024-09-12,212,Commercial
PART_00084,Fuel Line,Global Wings,FN_6230,58.76,273.07,9.54,31225,False,None,2024-03-14,8850,Short-Haul
PART_00155,Control Valve,Sky High Airlines,FN_9165,84.33,226.46,6.04,41581,True,Fuel Leakage,2024-04-06,8951,Commercial
PART_00124,Turbine Blade,AirJet Airways,FN_2618,41.86,178.06,3.79,12779,False,Valve Stuck,2024-03-03,3882,Private
PART_00428,Control Valve,Sky High Airlines,FN_8176,104.58,277.65,0.64,13028,True,Oil Leakage,2024-06-13,6443,Short-Haul
PART_00228,Wheel Brake Assembly,Cloud Nine Aviation,FN_5593,92.69,165.68,2.81,35054,False,Pressure Loss,2024-09-24,174,Commercial
PART_00107,Wheel Brake Assembly,FlySwift,FN_2955,106.43,177.19,4.29,7977,True,Fuel Leakage,2024-07-17,6263,Long-Haul
PART_00037,Oil Pump,AirJet Airways,FN_1863,99.6,263.76,0.64,3000,False,Oil Leakage,2024-12-16,9912,Commercial
PART_00055,Wheel Brake Assembly,Global Wings,FN_3209,43.15,76.16,8.14,11477,True,Seal Failure,2024-06-26,4798,Commercial
PART_00243,Turbine Blade,FlySwift,FN_5727,69.88,295.11,7.6,45499,True,Turbine Overheat,2024-07-17,7068,Private
PART_00246,Control Valve,Global Wings,FN_1862,51.2,225.86,0.92,18627,False,Seal Failure,2024-03-20,9292,Long-Haul
PART_00271,Hydraulic Pump,Global Wings,FN_8544,117.96,223.06,3.17,18764,False,None,2024-02-02,8894,Short-Haul
PART_00132,Fuel Injector,Cloud Nine Aviation,FN_8769,82.28,237.8,7.6,44655,True,Valve Stuck,2024-07-20,5725,Commercial
PART_00370,Fuel Line,FlySwift,FN_8022,41.65,71.31,4.98,4295,False,Seal Failure,2024-03-12,2101,Cargo
PART_00137,Communication Module,FlySwift,FN_8986,74.97,63.07,2.86,49788,True,Valve Stuck,2024-10-21,280,Cargo
PART_00474,Wheel Brake Assembly,Sky High Airlines,FN_4221,90.73,63.04,8.34,14268,True,Oil Leakage,2024-08-27,2902,Long-Haul
PART_00128,Hydraulic Pump,Global Wings,FN_9949,55.52,293.98,1.55,13084,False,Pressure Loss,2024-05-04,7081,Private
PART_00496,Oil Pump,AirJet Airways,FN_4543,114.56,20.27,5.05,5878,False,None,2024-10-13,7353,Private
PART_00151,Fuel Line,Cloud Nine Aviation,FN_5699,77.41,22.81,4.79,10635,False,Turbine Overheat,2024-03-22,535,Long-Haul
PART_00481,Turbine Blade,AirJet Airways,FN_6565,107.36,108.75,4.61,2241,False,Turbine Overheat,2024-08-26,6035,Short-Haul
PART_00381,Oil Pump,FlySwift,FN_6789,57.73,18.14,9.57,39049,False,Seal Failure,2024-07-06,2988,Commercial
PART_00364,Navigation Module,AirJet Airways,FN_2671,78.19,156.97,7.87,47027,False,Fuel Leakage,2024-10-16,3837,Private
PART_00440,Hydraulic Pump,AirJet Airways,FN_9536,61.57,14.27,5.74,41462,False,Oil Leakage,2024-12-21,9353,Long-Haul
PART_00277,Actuator,Cloud Nine Aviation,FN_5532,103.26,124.71,9.07,7075,False,Valve Stuck,2024-04-21,1513,Cargo
PART_00280,Control Valve,Global Wings,FN_2073,68.51,70.72,3.09,13937,True,Seal Failure,2024-07-20,7543,Short-Haul
PART_00082,Wheel Brake Assembly,Cloud Nine Aviation,FN_3088,115.58,145.51,1.66,5967,True,Turbine Overheat,2024-02-21,5435,Private
PART_00312,Communication Module,Global Wings,FN_9373,117.34,277.38,6.39,19999,True,Turbine Overheat,2024-01-18,1885,Private
PART_00021,Hydraulic Pump,Global Wings,FN_8601,68.37,73.78,3.64,43486,False,Seal Failure,2024-02-15,975,Long-Haul
PART_00308,Fuel Line,Sky High Airlines,FN_4946,51.57,108.26,3.64,9427,False,Oil Leakage,2024-05-05,9364,Short-Haul
PART_00339,Fuel Line,Cloud Nine Aviation,FN_9534,40.53,188.41,5.17,13552,False,Oil Leakage,2024-12-17,5964,Private
PART_00232,Wheel Brake Assembly,AirJet Airways,FN_1408,84.89,132.77,9.64,8562,False,Seal Failure,2024-05-05,9715,Cargo
PART_00477,Control Valve,Cloud Nine Aviation,FN_6579,83.44,84.21,2.08,35295,False,Fuel Leakage,2024-07-03,6055,Long-Haul
PART_00486,Turbine Blade,Cloud Nine Aviation,FN_6497,97.47,39.79,5.16,44553,False,Valve Stuck,2024-12-02,4809,Short-Haul
PART_00001,Control Valve,Sky High Airlines,FN_4612,53.34,140.07,4.64,22853,True,Valve Stuck,2024-04-09,3228,Private
PART_00187,Communication Module,Sky High Airlines,FN_2177,62.57,257.27,9.37,4604,False,Turbine Overheat,2024-03-18,4093,Cargo
PART_00445,Communication Module,Cloud Nine Aviation,FN_3916,98.15,211.12,6.52,35648,False,Oil Leakage,2024-06-10,9100,Cargo
PART_00173,Fuel Injector,Cloud Nine Aviation,FN_8777,100.84,151.44,5.89,14060,False,Valve Stuck,2024-09-06,432,Private
PART_00310,Control Valve,Sky High Airlines,FN_8371,72.7,179.69,2.76,29690,False,Valve Stuck,2024-07-04,2277,Commercial
PART_00012,Actuator,Sky High Airlines,FN_7326,51.36,25.31,6.9,2618,False,Oil Leakage,2024-08-10,3950,Long-Haul
PART_00200,Communication Module,FlySwift,FN_7418,72.4,253.74,2.51,37264,True,Pressure Loss,2024-07-15,5101,Short-Haul
PART_00291,Fuel Line,Sky High Airlines,FN_6014,59.93,248.17,1.75,27543,False,Seal Failure,2024-07-05,750,Long-Haul
PART_00044,Communication Module,Cloud Nine Aviation,FN_2791,75.77,204.05,5.67,14030,False,Pressure Loss,2024-10-17,1753,Commercial
PART_00283,Control Valve,AirJet Airways,FN_4708,95.49,227.81,4.91,29747,True,Valve Stuck,2024-06-14,3096,Short-Haul
PART_00026,Oil Pump,Sky High Airlines,FN_7467,66.38,111.28,5.91,46972,True,Turbine Overheat,2024-08-06,7119,Commercial
PART_00473,Navigation Module,Global Wings,FN_6246,99.14,50.43,9.81,33373,True,Turbine Overheat,2024-07-18,2833,Cargo
PART_00250,Actuator,FlySwift,FN_5822,63.59,298.0,8.76,11512,True,Fuel Leakage,2024-07-17,290,Long-Haul
PART_00335,Turbine Blade,FlySwift,FN_7387,68.08,148.87,4.51,37805,False,Turbine Overheat,2024-02-07,4851,Cargo
PART_00456,Wheel Brake Assembly,Cloud Nine Aviation,FN_8764,112.92,85.11,6.42,33959,True,Fuel Leakage,2024-05-03,976,Short-Haul
PART_00056,Navigation Module,FlySwift,FN_8461,80.37,96.25,3.11,42366,True,Pressure Loss,2024-04-17,6174,Long-Haul
PART_00345,Control Valve,AirJet Airways,FN_4490,70.68,125.1,3.76,1968,False,Oil Leakage,2024-08-20,1515,Commercial
PART_00483,Fuel Line,Global Wings,FN_1573,71.37,59.0,9.2,36873,False,Fuel Leakage,2024-04-06,1118,Short-Haul
PART_00375,Fuel Injector,FlySwift,FN_7209,57.85,130.81,8.36,15578,True,Fuel Leakage,2024-10-02,5451,Cargo
PART_00498,Oil Pump,FlySwift,FN_7354,100.58,42.23,5.96,10952,True,Seal Failure,2024-04-19,6904,Commercial
PART_00439,Wheel Brake Assembly,FlySwift,FN_4930,117.49,232.33,9.89,42383,True,Valve Stuck,2024-01-17,2433,Commercial
PART_00444,Communication Module,Global Wings,FN_6374,51.71,147.09,2.77,21415,False,None,2024-04-12,7186,Commercial
PART_00382,Wheel Brake Assembly,FlySwift,FN_8208,74.54,229.64,2.2,33552,False,None,2024-04-11,5007,Private
PART_00415,Control Valve,Global Wings,FN_5505,84.89,139.98,1.86,3268,False,None,2024-05-06,1706,Long-Haul
PART_00203,Navigation Module,Cloud Nine Aviation,FN_8384,55.89,104.23,1.75,5612,True,None,2024-03-02,7614,Commercial
PART_00008,Wheel Brake Assembly,Cloud Nine Aviation,FN_7385,74.07,146.87,0.16,32181,True,Turbine Overheat,2024-09-16,3456,Cargo
PART_00061,Wheel Brake Assembly,FlySwift,FN_1709,93.81,275.93,6.33,5695,True,None,2024-03-08,8788,Commercial
PART_00019,Turbine Blade,Global Wings,FN_1666,47.36,39.33,6.3,43030,True,Fuel Leakage,2024-06-03,6306,Long-Haul
PART_00280,Fuel Injector,Global Wings,FN_3411,76.23,212.83,0.86,30137,True,None,2024-08-17,7062,Long-Haul
PART_00034,Actuator,Global Wings,FN_1645,60.81,13.27,4.16,3828,False,Oil Leakage,2024-01-21,1777,Long-Haul
PART_00004,Oil Pump,Sky High Airlines,FN_5881,78.28,146.01,9.92,27063,True,Seal Failure,2024-04-07,8491,Cargo
PART_00290,Fuel Injector,Global Wings,FN_8804,100.75,19.04,9.07,10172,True,Seal Failure,2024-10-15,4875,Private
PART_00005,Control Valve,Cloud Nine Aviation,FN_9319,62.08,74.02,6.32,40389,True,Seal Failure,2024-11-18,2789,Long-Haul
PART_00181,Hydraulic Pump,Cloud Nine Aviation,FN_2776,87.34,294.19,3.83,30794,False,Oil Leakage,2024-05-16,9954,Cargo
PART_00046,Fuel Injector,Sky High Airlines,FN_7527,60.99,57.97,8.77,24998,True,None,2024-12-15,6460,Long-Haul
PART_00340,Turbine Blade,Global Wings,FN_5881,78.55,35.88,7.85,3292,True,Pressure Loss,2024-09-05,4748,Private
PART_00369,Communication Module,Sky High Airlines,FN_9384,101.34,68.91,0.71,32932,False,Valve Stuck,2024-02-05,7850,Commercial
PART_00084,Turbine Blade,Global Wings,FN_4238,114.54,256.86,7.27,21758,False,Turbine Overheat,2024-01-20,4953,Long-Haul
PART_00436,Hydraulic Pump,FlySwift,FN_5205,55.23,134.19,8.79,25635,True,Fuel Leakage,2024-03-01,8573,Long-Haul
PART_00238,Hydraulic Pump,Global Wings,FN_7893,65.41,83.1,7.19,37153,False,None,2024-12-15,1474,Cargo
PART_00071,Wheel Brake Assembly,Global Wings,FN_1752,60.16,167.16,2.26,11007,True,None,2024-04-01,7265,Short-Haul
PART_00001,Fuel Line,AirJet Airways,FN_1359,42.81,116.2,9.94,33109,True,Turbine Overheat,2024-12-04,6867,Cargo
PART_00424,Actuator,Cloud Nine Aviation,FN_6948,67.31,206.68,4.61,1448,False,Oil Leakage,2024-01-21,5199,Commercial
PART_00315,Navigation Module,Global Wings,FN_5051,72.87,191.25,6.9,28219,False,Pressure Loss,2024-03-14,539,Commercial
PART_00226,Turbine Blade,Cloud Nine Aviation,FN_5418,78.02,151.29,0.42,6711,False,Valve Stuck,2024-10-01,5129,Cargo
PART_00044,Communication Module,Cloud Nine Aviation,FN_8303,80.22,13.11,9.04,28502,False,Seal Failure,2024-11-28,4597,Private
PART_00242,Control Valve,Cloud Nine Aviation,FN_6111,57.89,264.78,0.87,9687,False,Turbine Overheat,2024-11-14,3941,Short-Haul
PART_00457,Oil Pump,Cloud Nine Aviation,FN_7607,112.67,217.38,4.57,6754,False,Seal Failure,2024-12-18,5488,Short-Haul
PART_00190,Navigation Module,Global Wings,FN_9624,96.71,87.51,1.68,11804,False,None,2024-01-10,2248,Cargo
PART_00278,Fuel Injector,Sky High Airlines,FN_3702,51.38,122.86,9.02,34468,False,Pressure Loss,2024-11-13,1426,Cargo
PART_00271,Fuel Injector,Sky High Airlines,FN_9331,43.85,283.33,6.31,24164,True,Fuel Leakage,2024-10-26,223,Commercial
PART_00047,Communication Module,AirJet Airways,FN_7592,79.99,12.62,5.33,49236,False,Seal Failure,2024-06-09,8815,Cargo
PART_00436,Communication Module,AirJet Airways,FN_4468,42.01,265.5,9.14,16388,True,Pressure Loss,2024-10-08,4218,Commercial
PART_00086,Actuator,FlySwift,FN_1392,96.38,45.28,6.81,10583,True,Turbine Overheat,2024-05-02,1364,Long-Haul
PART_00333,Actuator,Global Wings,FN_4735,104.58,178.34,7.48,33108,False,Seal Failure,2024-05-18,1115,Short-Haul
PART_00137,Actuator,FlySwift,FN_7487,83.62,103.44,5.41,46147,True,Oil Leakage,2024-10-19,906,Cargo
PART_00330,Actuator,Sky High Airlines,FN_4710,42.56,230.38,7.6,24263,True,None,2024-10-22,2930,Cargo
PART_00331,Fuel Line,Cloud Nine Aviation,FN_1818,64.28,288.17,0.12,45324,True,Seal Failure,2024-01-03,4038,Long-Haul
PART_00206,Fuel Injector,Cloud Nine Aviation,FN_8225,50.96,132.01,1.71,3281,True,Turbine Overheat,2024-01-02,2023,Short-Haul
PART_00342,Control Valve,Sky High Airlines,FN_8010,83.01,127.92,9.33,21710,True,Valve Stuck,2024-07-07,5283,Cargo
PART_00115,Communication Module,Sky High Airlines,FN_4164,108.94,250.57,1.19,14987,True,Oil Leakage,2024-02-19,4475,Private
PART_00311,Navigation Module,Sky High Airlines,FN_1999,43.84,131.2,9.68,5758,True,Fuel Leakage,2024-10-02,2292,Private
PART_00305,Fuel Line,Sky High Airlines,FN_3335,70.03,12.39,6.92,24507,True,Fuel Leakage,2024-12-27,8950,Private
PART_00107,Communication Module,AirJet Airways,FN_5449,110.82,144.79,4.64,12657,False,Pressure Loss,2024-12-12,7900,Long-Haul
PART_00073,Navigation Module,Cloud Nine Aviation,FN_2217,93.59,37.24,3.92,22930,False,Valve Stuck,2024-09-25,5392,Commercial
PART_00160,Control Valve,Sky High Airlines,FN_7243,116.88,49.18,7.51,18238,True,Seal Failure,2024-11-26,590,Short-Haul
PART_00262,Oil Pump,FlySwift,FN_1553,107.2,88.03,1.9,31595,True,Turbine Overheat,2024-12-13,4902,Private
PART_00310,Control Valve,AirJet Airways,FN_4787,53.74,12.97,9.06,13906,False,Seal Failure,2024-12-03,2498,Cargo
PART_00030,Actuator,AirJet Airways,FN_9829,43.28,192.15,4.11,19669,False,Oil Leakage,2024-08-27,8784,Short-Haul
PART_00089,Navigation Module,Cloud Nine Aviation,FN_7571,86.95,144.95,2.28,43101,True,Seal Failure,2024-12-27,2401,Long-Haul
PART_00239,Navigation Module,Global Wings,FN_4822,107.71,63.71,2.01,14077,True,Seal Failure,2024-11-06,7548,Short-Haul
PART_00377,Fuel Injector,Global Wings,FN_7469,58.77,265.42,8.85,43994,True,Turbine Overheat,2024-01-20,3933,Cargo
PART_00435,Hydraulic Pump,Global Wings,FN_3670,50.04,84.68,3.36,9853,False,Pressure Loss,2024-12-10,9428,Commercial
PART_00411,Control Valve,AirJet Airways,FN_6957,88.04,172.93,2.04,44426,True,Valve Stuck,2024-10-07,4914,Cargo
PART_00221,Fuel Injector,FlySwift,FN_5585,84.18,130.99,7.94,46767,True,Seal Failure,2024-08-02,2074,Cargo
PART_00249,Wheel Brake Assembly,FlySwift,FN_8808,119.56,207.71,5.55,47065,False,Pressure Loss,2024-06-11,7401,Cargo
PART_00500,Fuel Injector,FlySwift,FN_3713,49.85,176.83,8.81,46439,True,Fuel Leakage,2024-04-22,7762,Long-Haul
PART_00014,Communication Module,AirJet Airways,FN_3596,76.96,46.03,1.96,7840,True,Turbine Overheat,2024-10-09,5181,Short-Haul
PART_00421,Hydraulic Pump,Cloud Nine Aviation,FN_4694,113.29,197.94,1.3,15676,True,Pressure Loss,2024-04-03,9115,Long-Haul
PART_00137,Communication Module,Global Wings,FN_2915,58.1,236.34,9.13,36888,False,Turbine Overheat,2024-12-24,4089,Long-Haul
PART_00493,Communication Module,Sky High Airlines,FN_1854,66.66,50.57,6.83,9036,False,Seal Failure,2024-04-02,2198,Long-Haul
PART_00274,Control Valve,AirJet Airways,FN_8157,119.89,200.04,6.34,35203,True,None,2024-10-25,6531,Short-Haul
PART_00049,Fuel Injector,Sky High Airlines,FN_6270,49.26,207.19,1.88,20848,False,Seal Failure,2024-02-26,3597,Long-Haul
PART_00164,Hydraulic Pump,Cloud Nine Aviation,FN_3242,116.9,280.26,7.56,37748,True,Oil Leakage,2024-01-20,5829,Commercial
PART_00256,Control Valve,FlySwift,FN_5370,97.79,279.63,3.97,45323,False,Fuel Leakage,2024-09-08,3443,Short-Haul
PART_00245,Actuator,AirJet Airways,FN_1182,60.95,222.22,9.28,38489,True,Valve Stuck,2024-06-08,2393,Private
PART_00424,Navigation Module,Cloud Nine Aviation,FN_5553,44.35,196.31,0.36,10921,False,Oil Leakage,2024-11-12,8459,Long-Haul
PART_00434,Oil Pump,Global Wings,FN_8479,105.14,36.35,6.24,4818,True,Pressure Loss,2024-12-22,8090,Cargo
PART_00246,Communication Module,Sky High Airlines,FN_1899,50.47,192.26,2.5,18794,False,Fuel Leakage,2024-04-13,4984,Short-Haul
PART_00347,Control Valve,Global Wings,FN_9734,94.62,258.5,7.07,4286,True,None,2024-12-16,3952,Long-Haul
PART_00227,Control Valve,FlySwift,FN_3578,73.27,140.56,8.47,38863,True,Pressure Loss,2024-08-06,1021,Private
PART_00077,Actuator,Sky High Airlines,FN_4193,60.86,178.15,1.26,31909,True,Turbine Overheat,2024-01-04,212,Long-Haul
PART_00296,Wheel Brake Assembly,Cloud Nine Aviation,FN_5088,107.81,85.46,6.82,34866,True,None,2024-05-01,4571,Private
PART_00273,Control Valve,FlySwift,FN_9211,58.24,28.64,6.06,42776,False,Oil Leakage,2024-04-03,8835,Private
PART_00238,Communication Module,AirJet Airways,FN_3840,73.3,64.95,8.97,5224,True,Seal Failure,2024-08-26,499,Short-Haul
PART_00480,Actuator,Cloud Nine Aviation,FN_4853,41.31,204.06,8.46,11823,True,Pressure Loss,2024-08-01,6149,Cargo
